company_name,Annual Sales:,Company Type:,Corporate Family:,Corporate Highlights,D-U-N-S Number,D-U-N-S Number:,Domestic Ultimate D-U-N-S Number,EIN,Employees:,Fax:,Fiscal Year End:,Franchise,Home-Based Business,Import/Export Status,Incorporation Date,Industry:,Key ID Number:,LEI Number:,Manufacturer,Minority Owned,Owns/Rents,Parent D-U-N-S Number,Parent:,Plant/Facility Size (sq,Prescreen Score,Reporting Currency:,State Of Incorporation,Tel:,Total Assets:,Tradestyle,Ultimate Parent D-U-N-S Number,Ultimate Parent:,Women Owned,_id,address,contact,website
Today's Matchmaker of Santa,72k,Private Independent,,, 086863145,08-686-3145,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,232081001,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-565-1598,,,,,,5aacd9869f9f5d042a8c1776,"937 Enterprise Dr
Sacramento, California, 95825-3901
United States","[[{u'position': u""Principal at Today's Matchmaker of Santa"", u'industry': u'Investment Services', u'Main': u' 916-565-1598', u'name': u'Deja Seymore', u'location': u'Sacramento, California, United States'}]]",www.capitalcitymatchmakers.com
"Krause Investments, LLC",156k,Private Independent,,, 015083837,01-508-3837,,,2 (This Site) 2 (All Sites),,,, True,, 2011,Investment Services,186191488,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aacd99c9f9f5d042a8c1777,"600 41St St
Sacramento, California, 95819-2736
United States","[[{u'position': u'Principal at Krause Investments, LLC', u'industry': u'Investment Services', u'name': u'Erik H Krause', u'location': u'Sacramento, California, United States'}]]",
Smart Growth Investors II LLC,177k,Private Independent,,, 022316482,02-231-6482,,,2 (This Site) 2 (All Sites),,,,,, 2008,Investment Services,186798493,,,, Rents,,,"{u' ft': {u')': u' 1,662'}}",,USD, California,,,,,,,5aacd9b39f9f5d042a8c1778,"1530 J St Ste 200
Sacramento, California, 95814-2053
United States","[[{u'position': u'Principal at Smart Growth Investors II LLC', u'industry': u'Investment Services', u'name': u'Mark Friedman', u'location': u'Sacramento, California, United States'}]]",
"Califia Capital Partners, LLC",82k,Private Independent,,, 089916292,08-991-6292,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,182654619,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-217-4266,,,,,,5aacd9c89f9f5d042a8c1779,"3844 Mckinley Blvd
Sacramento, California, 95816-3430
United States","[[{u'position': u'Principal at Califia Capital Partners, LLC', u'industry': u'Investment Services', u'Main': u' 916-217-4266', u'name': u'Ian O Neill', u'location': u'Sacramento, California, United States'}]]",
"Gokul Investments, LLC",310k,Private Independent,,, 004620161,00-462-0161,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,185467164,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-533-6177,,,,,,5aacd9de9f9f5d042a8c177a,"7520 Branchwood Way
Sacramento, California, 95823-6235
United States",,
Connections Financial,159k,Private Independent,,, 808398028,80-839-8028,,,2 (This Site) 2 (All Sites),,,,,, 1993,Investment Services,195518022,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,," SANCHEZ, REUBEN A",,,,5aacd9f29f9f5d042a8c177b,"PO Box 254815
Sacramento, California, 95865-4815
United States
(Primary Address) Show Secondary",,
"TW Investments, LLC",117k,Private Independent,,, 068629790,06-862-9790,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,195725028,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aacda069f9f5d042a8c177c,"3001 I St Ste 300
Sacramento, California, 95816-4442
United States","[[{u'position': u'Principal at TW Investments, LLC', u'industry': u'Investment Services', u'name': u'Thomas P Winn', u'location': u'Sacramento, California, United States'}]]",
Real Estate Investments,133k,Private Independent,,, 048173925,04-817-3925,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,196073000,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-364-5287,,,,,,5aacda1b9f9f5d042a8c177d,"4338 Magnifica Ln
Sacramento, California, 95827-3900
United States",,
Redassociates Investments Ltd,138k,Private Independent,,, 060770778,06-077-0778,,,2 (This Site) 2 (All Sites),,,,,, 2001,Investment Services,194405549,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD,,,,,,,,5aacda2f9f9f5d042a8c177e,"6518 Franklin Blvd
Sacramento, California, 95823-1003
United States","[[{u'position': u'Principal at Redassociates Investments Ltd', u'industry': u'Investment Services', u'name': u'Richard Drumm', u'location': u'Sacramento, California, United States'}]]",
D&J Davis Investments Inc,123k,Private Independent,,, 621995013,62-199-5013,,,2 (This Site) 2 (All Sites),,,, True,, 2006,Investment Services,193074351,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aacda4a9f9f5d042a8c177f,"7 Jackdaw CT
Sacramento, California, 95834-2650
United States","[[{u'position': u'President at D&J Davis Investments Inc', u'industry': u'Investment Services', u'name': u'Dion C Davis', u'location': u'Sacramento, California, United States'}]]",
Capital City Aids Fund Inc,196k,Nonprofit Independent,,, 787781629,78-778-1629,, 680385175,2 (This Site) 2 (All Sites),,30-Jun-2016,,,, 2006,Investment Services,274119378,,,,,,,,,USD, California,916-448-1110,,,,,,5aacda609f9f5d042a8c1780,"2331 L St
Sacramento, California, 95816-5037
United States",,
Zk Investment LLC,80k,Private Independent,,, 069028570,06-902-8570,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,272324336,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aacda7b9f9f5d042a8c1781,"1750 Iris Ave
Sacramento, California, 95815-1979
United States",,
Angela Dal Bon Custom Invitations & Announcements,175k,Private Independent,,, 069028054,06-902-8054,,,2 (This Site) 2 (All Sites),,,, True,, 2012,Investment Services,190314639,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-759-4428,,,,,,5aacda939f9f5d042a8c1782,"2181 Weller Way
Sacramento, California, 95818-4344
United States","[[{u'position': u'President at Angela Dal Bon Custom Invitations & Announcements', u'industry': u'Investment Services', u'Main': u' 916-759-4428', u'name': u'Angela Bon', u'location': u'Sacramento, California, United States'}]]",
"Fhs Properties & Investments, Inc.",101k,Private Independent,,, 010840245,01-084-0245,,,2 (This Site) 2 (All Sites),,,,,, 2009,Investment Services,185831138,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD, California,916-366-5696,,,,,,5aacdab89f9f5d042a8c1783,"9857 Horn Rd
Sacramento, California, 95827-1947
United States","[[{u'position': u'Principal at Fhs Properties & Investments, Inc.', u'industry': u'Investment Services', u'Main': u' 916-366-5696', u'name': u'Pete Halimi', u'location': u'Sacramento, California, United States'}]]",
Consumnes Riversoft,82k,Partnership Independent,,, 969566152,96-956-6152,,,2 (This Site) 2 (All Sites),,,,,, 2011,Computer Programming,194108617,,,,,,,"{u' ft': {u')': u' 2,243'}}",,USD,,916-473-6702,,,,,,5aacdad29f9f5d042a8c1784,"483 Lentini Way
Sacramento, California, 95834-7640
United States",,
Mutual Benefit Investments Inc,133k,Private Independent,,, 607761363,60-776-1363,,,2 (This Site) 2 (All Sites),,,,,, 2005,Investment Services,192935324,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,512-852-4319,,,,,,5aacdaea9f9f5d042a8c1785,"3301 C St Ste 100B
Sacramento, California, 95816-3350
United States",,
Incline Financial,,Private Independent,,, 096642837,09-664-2837,,,2 (This Site) 2 (All Sites),,,, True,, 2017,Investment Services,262486743,,,,,,,"{u' ft': {u')': u' 2,499'}}",,,,916-799-9338,,,,,,5aacdb049f9f5d042a8c1786,"50 Windubey Cir
Sacramento, California, 95831-3251
United States","[[{u'position': u'Principal at Incline Financial', u'industry': u'Investment Services', u'Main': u' 916-799-9338', u'name': u'Carol Burke', u'location': u'Sacramento, California, United States'}]]",
Capitol City Sisters,80k,Nonprofit Independent,,, 034432957,03-443-2957,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,232118328,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,707-249-3752,,,,,,5aacdb209f9f5d042a8c1787,"5971 Lake Crest Way Apt 19
Sacramento, California, 95822-3326
United States","[[{u'position': u'Administrator at Capitol City Sisters', u'industry': u'Investment Services', u'Main': u' 707-249-3752', u'name': u'Fransisco Morales', u'location': u'Sacramento, California, United States'}]]",
Wornel L Simpson,130k,Private Independent,,, 035485368,03-548-5368,,,2 (This Site) 2 (All Sites),,,,,, 2010,Investment Services,133079977,,,,,,,,,USD,,916-837-2080,, WORNEL SIMPSON AND ASSOCIATES,,,,5aad68d19f9f5d0511eb4350,"2070 Rockwood Dr
Sacramento, California, 95864-1679
United States",,
Truelight Investments LLC,196k,Private Independent,,, 033446268,03-344-6268,,,2 (This Site) 2 (All Sites),,,,,, 2013,Investment Services,138016079,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-394-6583,,,,,,5aad68e59f9f5d0511eb4351,"2701 Del Paso Rd
Sacramento, California, 95835-2305
United States","[[{u'position': u'Principal at Truelight Investments LLC', u'industry': u'Investment Services', u'Main': u' 916-394-6583', u'name': u'Tony R Melton', u'location': u'Sacramento, California, United States'}]]",
Global Marketing,80k,Private Independent,,, 061560752,06-156-0752,,,2 (This Site) 2 (All Sites),,,,,, 2014,Investment Services,205077965,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-826-8923,,,,,,5aad68fb9f9f5d0511eb4352,"7000 Franklin Blvd
Sacramento, California, 95823-1820
United States",,
Tsakopoulos Investments,216k,Private Independent,,, 004672073,00-467-2073,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,134165526,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-927-3008,,,,,,5aad690f9f9f5d0511eb4353,"1425 River Park Dr Ste 200
Sacramento, California, 95815-4513
United States","[[{u'name': u'Deb Ray', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Secretary at Tsakopoulos Investments', u'Main': u' 916-927-3008', u'Email': u' deb@pointwestcorpplaza.com'}]]",
Rtm Financial Educators,114k,Nonprofit Independent,,, 088795243,08-879-5243,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,181529809,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad69259f9f5d0511eb4354,"10265 Old Placerville Rd Ste 16
Sacramento, California, 95827-3042
United States",,
Bridge Pointe Acquisitions LLC,181k,Private Independent,,, 009434026,00-943-4026,,,2 (This Site) 2 (All Sites),,,,,, 2014,Investment Services,196799879,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-207-9156,,,,,,5aad69399f9f5d0511eb4355,"7485 Rush River Dr Ste 710-1
Sacramento, California, 95831-5259
United States",,
New Image Investment,183k,Private Independent,,, 016104843,01-610-4843,,,2 (This Site) 2 (All Sites),,,,,, 2008,Investment Services,196330959,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-548-0609,,,,,,5aad694d9f9f5d0511eb4356,"7541 Lindale Dr
Sacramento, California, 95828-3913
United States",,
Nordic Capital LLC,86k,Private Independent,,, 066467998,06-646-7998,,,2 (This Site) 2 (All Sites),,,, True,, 2013,Investment Services,190143444,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, New Mexico,916-482-8183,,,,,,5aad69619f9f5d0511eb4357,"1001 Coronado Blvd
Sacramento, California, 95864-2827
United States","[[{u'position': u'Principal at Nordic Capital LLC', u'industry': u'Investment Services', u'Main': u' 916-482-8183', u'name': u'Jordan Sheppherd', u'location': u'Sacramento, California, United States'}]]",
Sacramento Capital Foundation,12k,Nonprofit Independent,,, 022088722,02-208-8722,, 432038395,2 (This Site) 2 (All Sites),,,,,, 2009,Investment Services,195188858,,,,,,,"{u' ft': {u')': u' 3,454'}}",,USD, California,916-443-7398,,,,,,5aad69779f9f5d0511eb4358,"6313 Elvas Ave
Sacramento, California, 95819-4333
United States",,
Rebecca Hamilton,135k,Private Independent,,, 030134014,03-013-4014,,,2 (This Site) 2 (All Sites),,,,,, 2002,Investment Services,105653635,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,916-648-7240,, DBS,,,,5aad698b9f9f5d0511eb4359,"1610 Arden Way
Sacramento, California, 95815-4026
United States","[[{u'position': u'VICE PRESIDENT at Rebecca Hamilton', u'industry': u'Investment Services', u'Main': u' 916-648-7240', u'name': u'John Gardiner', u'location': u'Sacramento, California, United States'}], [{u'position': u'Manager at Rebecca Hamilton', u'industry': u'Investment Services', u'Main': u' 916-648-7240', u'name': u'Brett W Humphries', u'location': u'Sacramento, California, United States'}], [{u'position': u'Salesman at Rebecca Hamilton', u'industry': u'Investment Services', u'Main': u' 916-648-7240', u'name': u'Bryan Sander', u'location': u'Sacramento, California, United States'}]]",
Cfp Investment Group 2 LLC,112k,Private Independent,,, 068570500,06-857-0500,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,190279647,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad69a19f9f5d0511eb435a,"800 J St Unit 339
Sacramento, California, 95814-2516
United States",,
Tbsg Investment Corporation,99k,Private Independent,,, 097918290,09-791-8290,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,272091119,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,209-541-6991,,,,,,5aad69b59f9f5d0511eb435b,"3424 Folsom Blvd
Sacramento, California, 95816-5312
United States",,
We Martin Internet Co,45k,Private Independent,,, 927277603,92-727-7603,,,2 (This Site) 2 (All Sites),,,,,, 2014,Internet and Web Services,274024418,,,,,,,"{u' ft': {u')': u' 2,184'}}",,USD,,916-993-8905,,,,,,5aad69c99f9f5d0511eb435c,"1400 Fulton Ave
Sacramento, California, 95825-3614
United States",,
Kmz Financial Group,145k,Private Independent,,, 013510034,01-351-0034,,,2 (This Site) 2 (All Sites),,,,,, 2009,Investment Services,87486780,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,916-921-6332,,,,,,5aad69de9f9f5d0511eb435d,"2386 Fair Oaks Blvd Ste 200-215
Sacramento, California, 95825-4741
United States","[[{u'position': u'Principal at Kmz Financial Group', u'industry': u'Investment Services', u'Main': u' 916-921-6332', u'name': u'Mehrshad Khazari', u'location': u'Sacramento, California, United States'}]]",
Brown Robello Capital Manageme,201k,Private Independent,,, 175561047,17-556-1047,,,2 (This Site) 2 (All Sites),916-480-2741,,,,, 2005,Investment Services,84135098,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,916-480-2747,,,,,,5aad69f49f9f5d0511eb435e,"3620 American River Dr Ste 145
Sacramento, California, 95864-5985
United States",,www.avisensecurities.com
Amoda Infotech Inc.,45k,Private Independent,,, 066305625,06-630-5625,,,2 (This Site) 2 (All Sites),,,,,, 2016,Internet and Web Services,179839092,,,,,,,"{u' ft': {u')': u' 2,184'}}",,USD,,916-388-9800,,,,,,5aad6a079f9f5d0511eb435f,"7801 Folsom Blvd Ste 202
Sacramento, California, 95826-2620
United States","[[{u'position': u'Principal at Amoda Infotech Inc.', u'industry': u'Internet and Web Services', u'Main': u' 916-388-9800', u'name': u'Sundoc Filings', u'location': u'Sacramento, California, United States'}]]",
P J Real Estate Investments LLC,140k,Private Independent,,, 052373616,05-237-3616,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,196077714,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-451-0424,,,,,,5aad6a1e9f9f5d0511eb4360,"3208 12Th Ave
Sacramento, California, 95817-3516
United States",,
H H Investment Group Inc,112k,Private Independent,,, 047141579,04-714-1579,,,2 (This Site) 2 (All Sites),,,,,, 2010,Investment Services,195474388,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-826-8059,,,,,,5aad6a319f9f5d0511eb4361,"1731 Howe Ave
Sacramento, California, 95825-2209
United States","[[{u'position': u'Principal at H H Investment Group Inc', u'industry': u'Investment Services', u'Main': u' 916-826-8059', u'name': u'James Hamner', u'location': u'Sacramento, California, United States'}]]",
Medtova Solutions Inc,300k,Private Independent,,, 080609945,08-060-9945,,,2 (This Site) 2 (All Sites),,,,,, 2016,Computer Programming,231960372,,,,,,,,,USD,,916-823-6519,,,,,,5aad6a479f9f5d0511eb4362,"717 K St Ste 517
Sacramento, California, 95814-3408
United States","[[{u'position': u'President at Medtova Solutions Inc', u'industry': u'Computer Programming', u'Main': u' 916-823-6519', u'name': u'Jaskaren Virk', u'location': u'Sacramento, California, United States'}]]",
"Capital City Hospitality, Inc.",80k,Private Independent,,, 087903926,08-790-3926,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,273998164,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad6a5d9f9f5d0511eb4363,"623 16Th St
Sacramento, California, 95814-1614
United States",,
Blueprint Property Investments,80k,Private Independent,,, 100408979,10-040-8979,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,275718746,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,916-429-5823,,,,,,5aad6a799f9f5d0511eb4364,"1026 Florin Rd Ste 353
Sacramento, California, 95831-3513
United States",,
Financial Solutions,94k,Private Independent,,, 088936565,08-893-6565,,,2 (This Site) 2 (All Sites),,,, True,, 2017,Investment Services,262150572,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-476-0585,,,,,,5aad6a8c9f9f5d0511eb4365,"3465 1/2 16th Ave
Sacramento, California, 95820-2648
United States","[[{u'position': u'Principal at Financial Solutions', u'industry': u'Investment Services', u'Main': u' 916-476-0585', u'name': u'Kjeldsen Walthall', u'location': u'Sacramento, California, United States'}]]",
Asp Investment Partners LLC,94k,Private Independent,,, 065246272,06-524-6272,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,190078493,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-383-1995,,,,,,5aad6aa29f9f5d0511eb4366,"6043 Power Inn Rd
Sacramento, California, 95824-2320
United States",,
Victory Financial Advisors,109k,Private Independent,,, 041574986,04-157-4986,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,204971662,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-873-4900,,,,,,5aad6ab79f9f5d0511eb4367,"2999 Fulton Ave
Sacramento, California, 95821-4909
United States","[[{u'position': u'President at Victory Financial Advisors', u'industry': u'Investment Services', u'Main': u' 916-873-4900', u'name': u'Victor Boldynyuk', u'location': u'Sacramento, California, United States'}]]",
